"","x"
"1888",9.227
"1889",30.023
"1890",2.596
"1891",9.81
"1892",5.093
"1893",3.108
"1894",4.571
"1895",7.715
"1896",4.094
"1897",5.398
"1898",1.249
"1899",10.265
"1900",31.557
"1901",7.114
"1902",2.588
"1903",6.826
"1904",7.326
"1905",1.944
"1906",25.344
"1907",5.756
"1908",551
"1909",5.949
"1910",1.288
"1911",3.398
"1912",4.9
"1913",2.279
"1914",4.448
"1915",9.244
"1916",5.265
"1917",6.07
"1918",5.238
"1919",2.244
"1920",6.703
"1921",1.328
"1922",7.863
"1923",5.949
"1924",9.635
"1925",2.939
"1926",3.285
"1927",26.181
"1928",6.971
"1929",5.307
"1930",1.553
"1931",2.791
"1932",43.405
"1933",1.324
"1934",30.3
"1935",14.01
"1936",5.458
"1937",3.967
"1938",4.042
"1939",27.861
"1940",5.546
"1941",7.141
"1942",5.951
"1943",7.019
"1944",7.673
"1945",6.444
"1946",2.566
"1947",5.202
"1948",7.57
"1949",3.107
"1950",5.66
"1951",4.98
"1952",3.848
"1953",6.934
"1954",4.263
"1955",4.575
"1956",11.063
"1957",12.714
"1958",7.458
"1959",925
"1960",28.28
"1961",9.591
"1962",2.116
"1963",3.444
"1964",2.516
"1965",42.734
"1966",7.411
"1967",2.737
"1968",16.922
"1969",33.808
"1970",5.642
"1971",35.477
"1972",8.404
"1973",7.262
"1974",8.455
"1975",3.46
"1976",575
"1977",10.788
"1978",8.38
"1979",3.884
"1980",6.557
"1981",7.095
"1982",8.498
"1983",8.303
"1984",51.904
"1985",6.935
"1986",5.311
"1987",4.63
"1988",4.64
"1989",12.373
"1990",3.863
"1991",2.516
"1992",8.136
"1993",2.317
"1994",3.449
"1995",572
"1996",3.136
"1997",32.747
"1998",31.664
"1999",7.428
"2000",7.136
"2001",38.845
"2002",3.175
"2003",3.236
"2004",5.999
"2005",31.18
"2006",9.469
"2007",4.699
"2008",7.328
"2009",4.736
"2010",11.827
"2011",8.414
"2012",3.341
"2013",8.007
"2014",5.971
"2015",22.262
"2016",4.758
"2017",5.804
"2018",6.999
"2019",9.677
"2020",4.656
"2021",8.212
"2022",3.598
"2023",5.531
"2024",2.988
"2025",42.208
"2026",33.961
"2027",29.919
"2028",7.148
"2029",4.896
"2030",4.843
"2031",7.445
"2032",8.539
"2033",32.132
"2034",5.954
"2035",3.491
"2036",6.84
"2037",1.019
"2038",4.749
"2039",32.112
"2040",4.851
"2041",5.97
"2042",4.367
"2043",26.363
"2044",5.108
"2045",28.621
"2046",3.475
"2047",26.281
"2048",3.647
"2049",44.835
"2050",9.102
"2051",3.119
"2052",5.63
"2053",35.909
"2054",1.38
"2055",6.808
"2056",7.675
"2057",949
"2058",3.397
"2059",39.25
"2060",8.844
"2061",4.872
"2062",27.369
"2063",31.567
"2064",17.372
"2065",28.158
"2066",5.886
"2067",6.297
"2068",3.901
"2069",1.31
"2070",10.846
"2071",2.499
"2072",25.494
"2073",8.609
"2074",6.779
"2075",4.657
"2076",7.7
"2077",7.946
"2078",8.229
"2079",4.67
"2080",6.119
"2081",555
"2082",6.934
"2083",5.342
"2084",716
"2085",8.085
"2086",5.171
"2087",5.542
"2088",5.074
"2089",8.27
"2090",6.78
"2091",49.178
"2092",14.003
"2093",8.822
"2094",1.091
"2095",1.444
"2096",5.788
"2097",10.2
"2098",4.832
"2099",8.044
"2100",6.156
"2101",2.484
"2102",1.558
"2103",24.822
"2104",2.361
"2105",7.769
"2106",3.207
"2107",16.948
"2108",13.656
"2109",10.59
"2110",10.293
"2111",4.675
"2112",8.982
"2113",35.944
"2114",4.208
"2115",2.706
"2116",3.755
"2117",32.434
"2118",5.393
"2119",6.514
"2120",7.34
"2121",1.971
"2122",28.137
"2123",6.632
"2124",8.136
"2125",4.033
"2126",7.373
"2127",2.144
"2128",3.075
"2129",35.061
"2130",6.025
"2131",3.903
"2132",4.707
"2133",5.436
"2134",4.002
"2135",6.281
"2136",7.575
"2137",7.343
"2138",5.105
"2139",3.622
"2140",3.963
"2141",35.965
"2142",5.479
"2143",4.036
"2144",3.873
"2145",4.923
"2146",4.006
"2147",995
"2148",4.814
"2149",7.652
"2150",20.972
"2151",3.475
"2152",2.755
"2153",6.563
"2154",3.707
"2155",6.276
"2156",1.552
"2157",1.975
"2158",7.225
"2159",6.153
"2160",8.072
"2161",8.424
"2162",7.316
"2163",589
"2164",4.156
"2165",1.15
"2166",4.601
"2167",5.906
"2168",5.318
"2169",5.795
"2170",11.583
"2171",5.754
"2172",8.401
"2173",2.629
"2174",43.501
"2175",10.658
"2176",3.628
"2177",5.996
"2178",6.662
"2179",10.848
"2180",2.049
"2181",8.673
"2182",2.056
"2183",10.976
"2184",13.647
"2185",5.513
"2186",956
"2187",35.095
"2188",25.973
"2189",639
"2190",6.587
"2191",4.746
"2192",4.874
"2193",7.143
"2194",6.153
"2195",3.809
"2196",3.189
"2197",20.038
"2198",6.272
"2199",4.075
"2200",7.245
"2201",11.006
"2202",5.347
"2203",5.976
"2204",26.914
"2205",6.789
"2206",8.99
"2207",3.785
"2208",8.386
"2209",8.08
"2210",9.543
"2211",1.097
"2212",3.85
"2213",8.207
"2214",1.432
"2215",1.312
"2216",3.181
"2217",4.792
"2218",5.439
"2219",28.005
"2220",30.341
"2221",4.321
"2222",2.269
"2223",3.507
"2224",6.73
"2225",988
"2226",8.054
"2227",42.535
"2228",4.868
"2229",5.48
"2230",46.753
"2231",2.957
"2232",4.332
"2233",4.292
"2234",31.683
"2235",2.441
"2236",9.055
"2237",3.295
"2238",5.293
"2239",1.201
"2240",7.097
"2241",19.036
"2242",1.105
"2243",31.392
"2244",6.596
"2245",8.698
"2246",5.274
"2247",23.176
"2248",4.196
"2249",4.543
"2250",1.943
"2251",7.409
"2252",654
"2253",21.939
"2254",5.288
"2255",7.501
"2256",38.649
"2257",4.156
"2258",6.89
"2259",4.169
"2260",4.752
"2261",9.627
"2262",4.099
"2263",9.895
"2264",5.011
"2265",40.763
"2266",3.961
"2267",5.796
"2268",30.986
"2269",6.748
"2270",2.799
"2271",2.862
"2272",4.718
"2273",2.004
"2274",41.844
"2275",11.29
"2276",41.175
"2277",6.127
"2278",1.266
"2279",4.764
"2280",3.495
"2281",5.788
"2282",5.358
"2283",6.216
"2284",38.792
"2285",3.653
"2286",30.192
"2287",1.464
"2288",10.388
"2289",652
"2290",14.14
"2291",30.646
"2292",2.969
"2293",24.301
"2294",7.165
"2295",613
"2296",10.764
"2297",5.584
"2298",4.422
"2299",4.538
"2300",39.793
"2301",4.47
"2302",6.121
"2303",2.712
"2304",3.633
"2305",10.506
"2306",6.996
"2307",5.827
"2308",9.925
"2309",5.393
"2310",21.063
"2311",2.601
"2312",6.057
"2313",6.88
"2314",7.372
"2315",50.375
"2316",1.245
"2317",6.138
"2318",3.855
"2319",6.656
"2320",3.679
"2321",19.698
"2322",2.581
"2323",5.117
"2324",17.368
"2325",6.552
"2326",38.312
"2327",1.381
"2328",3.068
"2329",5.316
"2330",10.816
"2331",1.845
"2332",5.209
"2333",29.181
"2334",11.24
"2335",4.823
"2336",35.012
"2337",5.517
"2338",4.005
"2339",1.23
"2340",5.735
"2341",4.588
"2342",5.73
"2343",5.369
"2344",5.928
"2345",5.161
"2346",5.109
"2347",4.641
"2348",5.032
"2349",5.493
"2350",10.019
"2351",31.344
"2352",11.061
"2353",2.452
"2354",9.603
"2355",2.13
"2356",3.373
"2357",1.794
"2358",1.065
"2359",7.884
"2360",36.189
"2361",6.597
"2362",48.684
"2363",4.927
"2364",3.488
"2365",3.857
"2366",9.658
"2367",5.476
"2368",26.003
"2369",30.213
"2370",6.459
"2371",6.064
"2372",7.092
"2373",23.588
"2374",19.508
"2375",9.009
"2376",4.969
"2377",8.481
"2378",4.582
"2379",7.056
"2380",7.202
"2381",26.544
"2382",28.003
"2383",20.773
"2384",2.883
"2385",45.823
"2386",5.696
"2387",4.434
"2388",4.824
"2389",23.275
"2390",4.608
"2391",6.364
"2392",6.257
"2393",33.611
"2394",29.572
"2395",3.764
"2396",7.31
"2397",20.437
"2398",5.224
"2399",4.099
"2400",3.469
"2401",6.308
"2402",1.139
"2403",808
"2404",6.474
"2405",6.714
"2406",42.604
"2407",7.727
"2408",9.082
"2409",8.149
"2410",12.014
"2411",22.887
"2412",37.932
"2413",29.959
"2414",8.081
"2415",4.65
"2416",4.311
"2417",4.339
"2418",8.331
"2419",5.068
"2420",7.039
"2421",2.942
"2422",35.5
"2423",5.921
"2424",5.103
"2425",1.278
"2426",1.986
"2427",1.414
"2428",6.247
"2429",32.969
"2430",5.386
"2431",7.688
"2432",7.942
"2433",2.568
"2434",1.105
"2435",23.198
"2436",10.353
"2437",9.611
"2438",8.294
"2439",5.169
"2440",5.296
"2441",2.882
"2442",6.193
"2443",2.605
"2444",3.367
"2445",3.218
"2446",3.592
"2447",858
"2448",21.949
"2449",5.629
"2450",4.031
"2451",3.106
"2452",4.873
"2453",10.768
"2454",9.377
"2455",1.226
"2456",3.699
"2457",5.194
"2458",23.937
"2459",21.805
"2460",2.697
"2461",6.421
"2462",46.105
"2463",6.713
"2464",3.653
"2465",39.401
"2466",3.055
"2467",3.011
"2468",5.437
"2469",8.567
"2470",1.044
"2471",9.581
"2472",8.27
"2473",10.878
"2474",5.465
"2475",7.171
"2476",9.111
"2477",679
"2478",5.563
"2479",4.962
"2480",9.232
"2481",5.93
"2482",12.271
"2483",3.176
"2484",1.194
"2485",4.044
"2486",10.152
"2487",1.51
"2488",5.846
"2489",5.898
"2490",22.906
"2491",4.408
"2492",30.789
"2493",5.989
"2494",3.314
"2495",10.074
"2496",4.925
"2497",5.533
"2498",1.001
"2499",3.718
"2500",6.973
"2501",8.363
"2502",3.649
"2503",4.528
"2504",1.119
"2505",49.223
"2506",613
"2507",2.316
"2508",11.295
"2509",4.822
"2510",22.813
"2511",764
"2512",2.787
"2513",1.31
"2514",5.229
"2515",4.939
"2516",11.093
"2517",10.572
"2518",6.006
"2519",23.381
"2520",15.403
"2521",4.512
"2522",26.121
"2523",4.732
"2524",8.901
"2525",3.468
"2526",5.918
"2527",696
"2528",7.145
"2529",6.073
"2530",47.712
"2531",20.369
"2532",34.993
"2533",1.575
"2534",25.379
"2535",8.538
"2536",3.328
"2537",35.472
"2538",28.476
"2539",718
"2540",5.777
"2541",30.48
"2542",43.663
"2543",4.64
"2544",3.828
"2545",8.135
"2546",6.978
"2547",1.203
"2548",44.01
"2549",18.907
"2550",3.189
"2551",39.617
"2552",38.063
"2553",8.832
"2554",6.499
"2555",2.215
"2556",6.193
"2557",2.907
"2558",3.008
"2559",26.926
"2560",4.323
"2561",31.255
"2562",2.607
"2563",1.41
"2564",3.739
"2565",9.058
"2566",6.998
"2567",5.893
"2568",4.445
"2569",5.306
"2570",11.479
"2571",558
"2572",7.326
"2573",8.423
"2574",7.45
"2575",32.113
"2576",7.607
"2577",3.204
"2578",2.838
"2579",4.552
"2580",11.364
"2581",7.858
"2582",684
"2583",41.167
"2584",23.981
"2585",5.672
"2586",11.086
"2587",8.1
"2588",3.116
"2589",1.155
"2590",1.344
"2591",1.495
"2592",9.587
"2593",2.898
"2594",7.441
"2595",22.302
"2596",6.524
"2597",6.864
"2598",3.365
"2599",3.863
"2600",1.879
"2601",10.626
"2602",6.127
"2603",6.535
"2604",29.423
"2605",30.146
"2606",2.414
"2607",10.786
"2608",3.614
"2609",10.377
"2610",4.188
"2611",4.742
"2612",5.001
"2613",5.091
"2614",1.685
"2615",6.334
"2616",33.276
"2617",1.429
"2618",32.418
"2619",28.216
"2620",6.819
"2621",2.015
"2622",4.324
"2623",29.15
"2624",10
"2625",1.662
"2626",21.606
"2627",24.782
"2628",9.302
"2629",5.863
"2630",4.768
"2631",3.108
"2632",8.152
"2633",2.747
"2634",1.046
"2635",10.658
"2636",2.892
"2637",10.011
"2638",6.041
"2639",3.004
"2640",2.667
"2641",5.406
"2642",3.053
"2643",40.923
"2644",1.092
"2645",2.053
"2646",11.445
"2647",4.336
"2648",31.406
"2649",5.653
"2650",27.795
"2651",4.955
"2652",5.105
"2653",7.324
"2654",11.156
"2655",4.922
"2656",5.757
"2657",7.17
"2658",999
"2659",2.315
"2660",6.279
"2661",4.615
"2662",8.939
"2663",5.823
"2664",7.038
"2665",6.988
"2666",5.403
"2667",41.742
"2668",5.369
"2669",7.876
"2670",2.951
"2671",1.332
"2672",41.886
"2673",3.068
"2674",5.441
"2675",2.61
"2676",5.365
"2677",11.337
"2678",5.691
"2679",8.639
"2680",6.029
"2681",8.052
"2682",27.497
"2683",3.142
"2684",4.963
"2685",2.026
"2686",2.711
"2687",4.302
"2688",3.78
"2689",24.52
"2690",35.8
"2691",11.613
"2692",4.6
"2693",4.596
"2694",11.365
"2695",19.852
"2696",6.675
"2697",6.682
"2698",3.618
"2699",8.947
"2700",3.079
"2701",6.403
"2702",11.681
"2703",3.3
"2704",1.391
"2705",1.459
"2706",2.743
"2707",9.986
"2708",20.627
"2709",4.006
"2710",6.013
"2711",6.987
"2712",7.089
"2713",8.272
"2714",5.087
"2715",5.341
"2716",7.564
"2717",11.214
"2718",38.267
"2719",1.105
"2720",5.866
"2721",8.921
"2722",1.105
"2723",6.488
"2724",4.845
"2725",4.354
"2726",6.848
"2727",8.419
"2728",5.653
"2729",8.112
"2730",5.116
"2731",4.528
"2732",4.502
"2733",996
"2734",9.015
"2735",2.033
"2736",5.171
"2737",15.541
"2738",6.626
"2739",5.489
"2740",2.371
"2741",3.229
"2742",4.562
"2743",1.089
"2744",4.052
"2745",28.621
"2746",20.29
"2747",24.983
"2748",1.225
"2749",4.707
"2750",8.054
"2751",5.76
"2752",9.111
"2753",8.339
"2754",7.663
"2755",23.29
"2756",8.935
"2757",10.052
"2758",5.638
"2759",2.091
"2760",6.128
"2761",965
"2762",12.861
"2763",32.575
"2764",1.536
"2765",6.079
"2766",52.102
"2767",33.326
"2768",6.499
"2769",3.776
"2770",6.602
"2771",10.718
"2772",28.816
"2773",26.118
"2774",6.447
"2775",39.66
"2776",1.098
"2777",1.429
"2778",2.481
"2779",5.442
"2780",2.894
"2781",2.658
"2782",1.862
"2783",8.456
"2784",1.354
"2785",1.05
"2786",678
"2787",2.849
"2788",6.624
"2789",1.115
"2790",8.827
"2791",40.929
"2792",5.483
"2793",2.185
"2794",7.578
"2795",10.224
"2796",4.57
"2797",6.195
"2798",6.656
"2799",48.993
"2800",34.616
"2801",4.436
"2802",8.216
"2803",2.083
"2804",3.81
"2805",1.487
"2806",5.689
"2807",4.671
"2808",5.562
"2809",6.033
"2810",3.319
"2811",6.699
"2812",2.982
"2813",7.704
"2814",9.484
"2815",1.995
"2816",2.335
"2817",13.251
"2818",6.524
"2819",2.526
"2820",8.898
"2821",5.841
"2822",6.055
"2823",5.162
"2824",27.09
"2825",5.252
"2826",7.852
"2827",4.914
"2828",2.986
"2829",1.52
"2830",2.476
"2831",4.994
"2832",6.307
"2833",5.255
"2834",7.848
"2835",34.027
"2836",8.658
"2837",3.465
"2838",2.491
"2839",5.014
"2840",4.701
"2841",2.714
"2842",37.157
"2843",953
"2844",7.013
"2845",3.261
"2846",3.152
"2847",2.68
"2848",31.812
"2849",25.208
"2850",4.444
"2851",25.979
"2852",29.883
"2853",10.821
"2854",43.963
"2855",3.597
"2856",3.456
"2857",4.507
"2858",1.896
"2859",38.664
"2860",3.073
"2861",793
"2862",9.216
"2863",12.192
"2864",17.232
"2865",16.619
"2866",2.51
"2867",10.931
"2868",38.888
"2869",805
"2870",1.657
"2871",3.939
"2872",1.411
"2873",2.253
"2874",8.454
"2875",8.334
"2876",3.685
"2877",2.858
"2878",2.102
"2879",959
"2880",9.811
"2881",14.597
"2882",4.441
"2883",21.266
"2884",12.424
"2885",26.544
"2886",10.737
"2887",4.223
"2888",3.288
"2889",2.476
"2890",7.052
"2891",1.157
"2892",26.992
"2893",7.635
"2894",3.158
"2895",38.411
"2896",7.503
"2897",5.259
"2898",18.428
"2899",5.432
"2900",21.88
"2901",1.058
"2902",4.171
"2903",2.46
"2904",5.037
"2905",2.457
"2906",8.543
"2907",7.705
"2908",7.348
"2909",7.957
"2910",44.641
"2911",4.053
"2912",5.053
"2913",2.882
"2914",5.676
"2915",6.983
"2916",1.62
"2917",1.849
"2918",3.767
"2919",26.94
"2920",4.372
"2921",11.471
"2922",5.047
"2923",7.939
"2924",35.118
"2925",3.862
"2926",6.348
"2927",2.665
"2928",2.884
"2929",8.985
"2930",7.607
"2931",1.235
"2932",2.596
"2933",20.337
"2934",6.081
"2935",6.642
"2936",2.136
"2937",783
"2938",2.067
"2939",5.279
"2940",2.085
"2941",38.084
"2942",2.723
"2943",2.319
"2944",22.305
"2945",17.07
"2946",20.511
"2947",5.191
"2948",38.93
"2949",536
"2950",4.751
"2951",45.931
"2952",44.351
"2953",4.655
"2954",35.106
"2955",10.727
"2956",8.292
"2957",27.389
"2958",815
"2959",13.415
"2960",3.552
"2961",1.186
"2962",592
"2963",5.304
"2964",4.761
"2965",12.775
"2966",8.292
"2967",3.548
"2968",26.088
"2969",698
"2970",1.231
"2971",16.558
"2972",19.942
"2973",8.018
"2974",4.631
"2975",31.672
"2976",7.062
"2977",27.425
"2978",40.648
"2979",7.523
"2980",4.656
"2981",934
"2982",2.702
"2983",9.255
"2984",6.788
"2985",4.531
"2986",10.782
"2987",1.176
"2988",557
"2989",7.867
"2990",36.839
"2991",32.996
"2992",6.654
"2993",5.556
"2994",1.401
"2995",12.636
"2996",1.551
"2997",7.654
"2998",4.009
"2999",35.863
"3000",8.598
"3001",17.597
"3002",5.967
"3003",7.684
"3004",3.894
"3005",6.452
"3006",5.459
"3007",6.748
"3008",7.01
"3009",3.396
"3010",8.942
"3011",3.381
"3012",6.094
"3013",4.852
"3014",7.351
"3015",34.346
"3016",5.908
"3017",25.989
"3018",3.288
"3019",8.143
"3020",1.42
"3021",2.157
"3022",5.053
"3023",4.778
"3024",3.826
"3025",3.99
"3026",3.66
"3027",3.819
"3028",1.81
"3029",3.744
"3030",34.824
"3031",40.386
"3032",6.387
"3033",25.901
"3034",3.917
"3035",5.283
"3036",7.846
"3037",8.052
"3038",4.658
"3039",6.599
"3040",49.422
"3041",7.898
"3042",6.645
"3043",8.907
"3044",7.908
"3045",6.011
"3046",1.491
"3047",4.174
"3048",30.254
"3049",7.865
"3050",45.357
"3051",20.731
"3052",25.706
"3053",11.409
"3054",2.033
"3055",5.551
"3056",39.722
"3057",30.081
"3058",4.504
"3059",7.238
"3060",7.922
"3061",5.863
"3062",5.904
"3063",3.431
"3064",3.553
"3065",9.035
"3066",36.236
"3067",6.625
"3068",7.959
"3069",6.825
"3070",7.582
"3071",33.887
"3072",11.375
"3073",45.436
"3074",898
"3075",1.602
"3076",3.767
"3077",6.627
"3078",1.784
"3079",7.787
"3080",8.938
"3081",8.223
"3082",31.227
"3083",3.253
"3084",995
"3085",1.051
"3086",5.54
"3087",5.808
"3088",6.367
"3089",8.026
"3090",4.848
"3091",8.839
"3092",800
"3093",9.348
"3094",1.496
"3095",3.408
"3096",4.724
"3097",4.447
"3098",4.537
"3099",42.413
"3100",6.428
"3101",6.906
"3102",2.243
"3103",8.272
"3104",3.521
"3105",24.458
"3106",30.378
"3107",28.495
"3108",36.72
"3109",41.794
"3110",3.226
"3111",4.019
"3112",1.739
"3113",9.637
"3114",3.707
"3115",4.338
"3116",5.651
"3117",8.174
"3118",14.584
"3119",4.582
"3120",3.414
"3121",3.761
"3122",2.528
"3123",6.271
"3124",32.915
"3125",2.978
"3126",4.906
"3127",3.002
"3128",3.66
"3129",6.414
"3130",1.62
"3131",785
"3132",4.383
"3133",23.852
"3134",5.055
"3135",30.52
"3136",6.98
"3137",3.12
"3138",5.639
"3139",5.092
"3140",22.464
"3141",6.693
"3142",33.694
"3143",4.185
"3144",1.427
"3145",883
"3146",6.208
"3147",4.6
"3148",39.146
"3149",22.642
"3150",19.709
"3151",8.293
"3152",26.973
"3153",3.85
"3154",11.054
"3155",42.748
"3156",6.292
"3157",36.386
"3158",40.584
"3159",4.853
"3160",18.599
"3161",7.56
"3162",6.384
"3163",4.662
"3164",6.367
"3165",22.531
"3166",4.636
"3167",5.556
"3168",8.861
"3169",5.824
"3170",2.74
"3171",3.683
"3172",6.51
"3173",6.314
"3174",5.161
"3175",49.38
"3176",5.594
"3177",812
"3178",3.654
"3179",7.304
"3180",7.998
"3181",3.923
"3182",42.214
"3183",7.003
"3184",6.935
"3185",4.278
"3186",5.035
"3187",43.381
"3188",2.897
"3189",36.32
"3190",28.642
"3191",3.973
"3192",4.235
"3193",5.4
"3194",37.394
"3195",30.903
"3196",5.348
"3197",9.081
"3198",7.026
"3199",3.233
"3200",1.008
"3201",6.407
"3202",1.835
"3203",6.13
"3204",1.45
"3205",3.676
"3206",32.674
"3207",1.322
"3208",4.091
"3209",1.529
"3210",30.099
"3211",3.099
"3212",6.949
"3213",7.1
"3214",52.465
"3215",8.522
"3216",36.756
"3217",1.337
"3218",6.188
"3219",20.061
"3220",5.715
"3221",3.133
"3222",9.037
"3223",5.933
"3224",6.084
"3225",9.513
"3226",4.717
"3227",27.667
"3228",2.661
"3229",2.718
"3230",7.199
"3231",11.564
"3232",2.319
"3233",1.258
"3234",2.863
"3235",4.26
"3236",2.068
"3237",3.698
"3238",4.415
"3239",5.198
"3240",9.058
"3241",31.966
"3242",9.598
"3243",28.959
"3244",8.762
"3245",7.447
"3246",20.351
"3247",6.798
"3248",3.819
"3249",51.188
"3250",7.905
"3251",32.063
"3252",34.575
"3253",4.906
"3254",3.716
"3255",10.93
"3256",33.948
"3257",15.635
"3258",5.758
"3259",4.683
"3260",21.033
"3261",41.477
"3262",4.631
"3263",1.552
"3264",10.679
"3265",44.231
"3266",7.12
"3267",6.6
"3268",5.396
"3269",12.111
"3270",21.745
"3271",2.511
"3272",1.293
"3273",9.822
"3274",12.118
"3275",6.014
"3276",7.81
"3277",30.553
"3278",7.566
"3279",4.96
"3280",39.271
"3281",31.858
"3282",3.884
"3283",9.157
"3284",9.932
"3285",53.568
"3286",27.207
"3287",1.641
"3288",32.58
"3289",1.173
"3290",47.231
"3291",1.465
"3292",8.238
"3293",19.644
"3294",8.487
"3295",5.346
"3296",26.178
"3297",8.592
"3298",9.196
"3299",3.7
"3300",504
"3301",610
"3302",10.037
"3303",6.815
"3304",7.103
"3305",10.457
"3306",40.703
"3307",8.835
"3308",1.037
"3309",14.968
"3310",7.825
"3311",3.469
"3312",35.062
"3313",3.777
"3314",10.345
"3315",4.351
"3316",3.149
"3317",4.289
"3318",22.195
"3319",6.733
"3320",35.371
"3321",4.663
"3322",5.765
"3323",19.582
"3324",42.789
"3325",8.436
"3326",7.054
"3327",6.359
"3328",8.079
"3329",24.066
"3330",1.468
"3331",1.552
"3332",35.363
"3333",9.03
"3334",4.578
"3335",8.586
"3336",7.456
"3337",8.877
"3338",2.63
"3339",3.584
"3340",21.383
"3341",6.784
"3342",2.209
"3343",4.633
"3344",15.917
"3345",2.752
"3346",2.989
"3347",8.06
"3348",2.683
"3349",32.281
"3350",8.353
"3351",5.756
"3352",9.347
"3353",3.903
"3354",4.885
"3355",2.878
"3356",2.353
"3357",7.101
"3358",7.872
"3359",7.071
"3360",5.525
"3361",4.78
"3362",11.865
"3363",6.902
"3364",9.96
"3365",4.086
"3366",7.926
"3367",943
"3368",25.947
"3369",4.364
"3370",8.884
"3371",6.997
"3372",10.709
"3373",1.43
"3374",8.589
"3375",7.888
"3376",4.306
"3377",6.743
"3378",979
"3379",3.964
"3380",41.971
"3381",1.055
"3382",5.559
"3383",11.068
"3384",2.934
"3385",1.277
"3386",6.583
"3387",5.96
"3388",795
"3389",1.116
"3390",2.169
"3391",1.953
"3392",1.348
"3393",5.721
"3394",4.938
"3395",3.721
"3396",1
"3397",7.46
"3398",15.315
"3399",33.521
"3400",5.854
"3401",10.366
"3402",3.46
"3403",8.271
"3404",1.018
"3405",26.433
"3406",6.465
"3407",1.511
"3408",683
"3409",4.259
"3410",5.289
"3411",3.487
"3412",2.981
"3413",2.461
"3414",3.401
"3415",1.855
"3416",5.433
"3417",4.723
"3418",763
"3419",27.679
"3420",29.265
"3421",5.12
"3422",10.78
"3423",1.868
"3424",6.033
"3425",9.287
"3426",5.562
"3427",7.776
"3428",6.909
"3429",7.488
"3430",1.088
"3431",702
"3432",52.507
"3433",2.741
"3434",7.098
"3435",3.731
"3436",6.57
"3437",4.448
"3438",7.766
"3439",2.913
"3440",5.747
"3441",4.426
"3442",31.448
"3443",2.562
"3444",4.355
"3445",6.893
"3446",3.534
"3447",3.699
"3448",5.994
"3449",9.019
"3450",34.514
"3451",2.87
"3452",5.217
"3453",8.122
"3454",12.048
"3455",8.784
"3456",5.008
"3457",7.102
"3458",4.549
"3459",7.639
"3460",1.745
"3461",9.724
"3462",3.668
"3463",7.465
"3464",3.301
"3465",3.088
"3466",4.211
"3467",8.174
"3468",2.983
"3469",16.927
"3470",8.852
"3471",2.665
"3472",8.924
"3473",1.644
"3474",2.49
"3475",5.3
"3476",3.641
"3477",4.158
"3478",4.87
"3479",7.191
"3480",6.633
"3481",2.935
"3482",2.4
"3483",6.453
"3484",1.156
"3485",20.585
"3486",3.639
"3487",40.086
"3488",3.359
"3489",5.685
"3490",3.878
"3491",1.412
"3492",5.217
"3493",5.021
"3494",1.93
"3495",6.87
"3496",10.215
"3497",3.265
"3498",1.416
"3499",4.936
"3500",8.073
"3501",3.954
"3502",29.754
"3503",8.49
"3504",5.855
"3505",2.841
"3506",3.381
"3507",4.604
"3508",5.495
"3509",21.998
"3510",6.063
"3511",9.784
"3512",1.092
"3513",2.96
"3514",27.414
"3515",1.904
"3516",8.176
"3517",1.351
"3518",6.315
"3519",4.976
"3520",5.128
"3521",5.447
"3522",26.321
"3523",30.76
"3524",20.134
"3525",5.598
"3526",9.514
"3527",10.794
"3528",5.464
"3529",3.902
"3530",5.991
"3531",7.619
"3532",4.686
"3533",29.233
"3534",26.455
"3535",22.419
"3536",6.685
"3537",525
"3538",7.902
"3539",5.065
"3540",8.804
"3541",4.449
"3542",39.058
"3543",3.719
"3544",3.893
"3545",1.32
"3546",7.191
"3547",4.159
"3548",7.537
"3549",36.622
"3550",6.032
"3551",922
"3552",6.292
"3553",6.091
"3554",7.795
"3555",2.781
"3556",935
"3557",1.717
"3558",37.642
"3559",5.334
"3560",27.632
"3561",28.174
"3562",34.646
"3563",5.274
"3564",5.762
"3565",33.864
"3566",26.749
"3567",2.059
"3568",7.236
"3569",7.337
"3570",47.097
"3571",4.285
"3572",6.713
"3573",6.164
"3574",28.499
"3575",6.313
"3576",8.26
"3577",4.451
"3578",1.823
"3579",7.369
"3580",8.863
"3581",32.477
"3582",4.842
"3583",1.125
"3584",4.538
"3585",971
"3586",8.438
"3587",3.589
"3588",1.942
"3589",4.256
"3590",10.023
"3591",6.555
"3592",33.999
"3593",7.884
"3594",8.187
"3595",7.507
"3596",4.101
"3597",2.878
"3598",4.636
"3599",40.958
"3600",6.7
"3601",9.171
"3602",8.8
"3603",5.513
"3604",2.054
"3605",6.149
"3606",778
"3607",2.213
"3608",7.068
"3609",2.758
"3610",7.54
"3611",31.332
"3612",13.118
"3613",4.688
"3614",5.33
"3615",1.482
"3616",5.732
"3617",5.442
"3618",27.582
"3619",3.351
"3620",13.118
"3621",873
"3622",3.519
"3623",35.519
"3624",27.973
"3625",2.357
"3626",19.425
"3627",2.987
"3628",7.517
"3629",44.029
"3630",1.361
"3631",5.046
"3632",4.646
"3633",11.068
"3634",803
"3635",48.726
"3636",1.957
"3637",6.795
"3638",3.034
"3639",5.787
"3640",4.665
"3641",6.73
"3642",1.841
"3643",30.575
"3644",5.425
"3645",3.736
"3646",8.547
"3647",11.193
"3648",3.594
"3649",4.962
"3650",9.995
"3651",42.97
